0.000000	56.000000	Intro
56.000000	315.000000	This Old Routine
315.000000	525.000000	Blue
552.000000	779.000000	Hard Believer
779.000000	986.000000	Our Own Pretty Ways
1004.500000	1224.000000	Diamonds & Rust
1224.000000	1566.000000	To A Poet
1566.000000	1781.000000	Wolf
1790.000000	2015.000000	When I Grow Up
2036.500000	2297.000000	Emmylou
2297.000000	2529.000000	I Met Up With the King
2529.000000	2882.000000	The Lion's Roar
2882.000000	3130.000000	King of the World
